rank,feature_id,feature_name,metric,value,dominant_dwelling_type,source,methodology_note
30,59150204,DA 59150204,single_family_share,0.1667,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
31,59153238,DA 59153238,single_family_share,0.1282,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
32,59150073,DA 59150073,single_family_share,0.1139,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
33,59150098,DA 59150098,single_family_share,0.1081,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
34,59150089,DA 59150089,single_family_share,0.0962,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
35,59153965,DA 59153965,single_family_share,0.0909,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
36,59150081,DA 59150081,single_family_share,0.0877,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
37,59150083,DA 59150083,single_family_share,0.0769,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
38,59150093,DA 59150093,single_family_share,0.0755,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
39,59150185,DA 59150185,single_family_share,0.0685,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
40,59150099,DA 59150099,single_family_share,0.0488,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
41,59150176,DA 59150176,single_family_share,0.0465,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
42,59150196,DA 59150196,single_family_share,0.0426,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
43,59150201,DA 59150201,single_family_share,0.0408,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
44,59150141,DA 59150141,single_family_share,0.0373,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
45,59150094,DA 59150094,single_family_share,0.0312,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
46,59150195,DA 59150195,single_family_share,0.0312,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
47,59150200,DA 59150200,single_family_share,0.0268,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
48,59153235,DA 59153235,single_family_share,0.0056,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
49,59153241,DA 59153241,single_family_share,0.0049,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
50,59153234,DA 59153234,single_family_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
51,59153236,DA 59153236,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
52,59153237,DA 59153237,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
53,59153239,DA 59153239,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
54,59153327,DA 59153327,single_family_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
55,59153328,DA 59153328,single_family_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
56,59153970,DA 59153970,single_family_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
57,59150184,DA 59150184,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
58,59150199,DA 59150199,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
59,59150198,DA 59150198,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
60,59150082,DA 59150082,single_family_share,0.0,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
61,59150084,DA 59150084,single_family_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
62,59150085,DA 59150085,single_family_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
63,59150086,DA 59150086,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
64,59150087,DA 59150087,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
65,59150088,DA 59150088,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
66,59150091,DA 59150091,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
67,59150092,DA 59150092,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
68,59150074,DA 59150074,single_family_share,0.0,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
69,59150186,DA 59150186,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
70,59150187,DA 59150187,single_family_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
71,59150188,DA 59150188,single_family_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
72,59150189,DA 59150189,single_family_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
73,59150190,DA 59150190,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
74,59150191,DA 59150191,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
75,59150192,DA 59150192,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
76,59150193,DA 59150193,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
77,59150194,DA 59150194,single_family_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
78,59150197,DA 59150197,single_family_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
79,59153971,DA 59153971,single_family_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
1,59153234,DA 59153234,one_person_household_share,0.6748,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
2,59150084,DA 59150084,one_person_household_share,0.6121,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
3,59150194,DA 59150194,one_person_household_share,0.5694,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
4,59150188,DA 59150188,one_person_household_share,0.5667,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
5,59150193,DA 59150193,one_person_household_share,0.5634,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
6,59150189,DA 59150189,one_person_household_share,0.5373,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
7,59150086,DA 59150086,one_person_household_share,0.5349,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
8,59150197,DA 59150197,one_person_household_share,0.5312,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
9,59153237,DA 59153237,one_person_household_share,0.5294,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
10,59150199,DA 59150199,one_person_household_share,0.5294,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
11,59150092,DA 59150092,one_person_household_share,0.5147,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
12,59150187,DA 59150187,one_person_household_share,0.5143,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
13,59150085,DA 59150085,one_person_household_share,0.5047,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
14,59153965,DA 59153965,one_person_household_share,0.5,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
15,59153235,DA 59153235,one_person_household_share,0.4944,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
16,59150091,DA 59150091,one_person_household_share,0.4824,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
17,59150190,DA 59150190,one_person_household_share,0.4783,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
18,59150191,DA 59150191,one_person_household_share,0.4615,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
19,59153236,DA 59153236,one_person_household_share,0.46,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
20,59150087,DA 59150087,one_person_household_share,0.4583,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
21,59150198,DA 59150198,one_person_household_share,0.4557,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
22,59150192,DA 59150192,one_person_household_share,0.453,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
23,59153971,DA 59153971,one_person_household_share,0.4362,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
24,59150184,DA 59150184,one_person_household_share,0.4255,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
25,59153970,DA 59153970,one_person_household_share,0.424,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
26,59150186,DA 59150186,one_person_household_share,0.4225,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
27,59153328,DA 59153328,one_person_household_share,0.4143,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
28,59153239,DA 59153239,one_person_household_share,0.4118,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
29,59150088,DA 59150088,one_person_household_share,0.4103,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
30,59150083,DA 59150083,one_person_household_share,0.4038,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
31,59153327,DA 59153327,one_person_household_share,0.4,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
32,59150140,DA 59150140,one_person_household_share,0.3953,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
33,59150082,DA 59150082,one_person_household_share,0.3881,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
34,59150141,DA 59150141,one_person_household_share,0.3881,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
35,59150093,DA 59150093,one_person_household_share,0.3585,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
36,59150094,DA 59150094,one_person_household_share,0.3281,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
37,59150089,DA 59150089,one_person_household_share,0.3077,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
38,59150201,DA 59150201,one_person_household_share,0.3061,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
39,59153241,DA 59153241,one_person_household_share,0.3039,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
40,59150185,DA 59150185,one_person_household_share,0.3014,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
41,59153963,DA 59153963,one_person_household_share,0.3,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
42,59150081,DA 59150081,one_person_household_share,0.2982,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
43,59150200,DA 59150200,one_person_household_share,0.2857,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
44,59150183,DA 59150183,one_person_household_share,0.2833,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
45,59150143,DA 59150143,one_person_household_share,0.2821,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
46,59153238,DA 59153238,one_person_household_share,0.2821,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
47,59150195,DA 59150195,one_person_household_share,0.2812,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
48,59150098,DA 59150098,one_person_household_share,0.2703,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
49,59150203,DA 59150203,one_person_household_share,0.2642,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
50,59150076,DA 59150076,one_person_household_share,0.25,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
51,59150079,DA 59150079,one_person_household_share,0.2439,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
52,59150204,DA 59150204,one_person_household_share,0.2424,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
53,59150096,DA 59150096,one_person_household_share,0.2381,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
54,59150202,DA 59150202,one_person_household_share,0.2295,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
55,59150206,DA 59150206,one_person_household_share,0.2273,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
56,59150210,DA 59150210,one_person_household_share,0.2245,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
57,59150181,DA 59150181,one_person_household_share,0.2162,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
58,59150073,DA 59150073,one_person_household_share,0.2152,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
59,59150196,DA 59150196,one_person_household_share,0.2128,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
60,59151761,DA 59151761,one_person_household_share,0.2105,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
61,59150095,DA 59150095,one_person_household_share,0.2051,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
62,59150212,DA 59150212,one_person_household_share,0.2,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
63,59150090,DA 59150090,one_person_household_share,0.1951,SEMI_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
64,59150180,DA 59150180,one_person_household_share,0.1944,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
65,59150075,DA 59150075,one_person_household_share,0.1935,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
66,59150205,DA 59150205,one_person_household_share,0.1905,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
67,59150080,DA 59150080,one_person_household_share,0.1852,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
68,59150097,DA 59150097,one_person_household_share,0.18,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
69,59150182,DA 59150182,one_person_household_share,0.1754,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
70,59150142,DA 59150142,one_person_household_share,0.175,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
71,59150213,DA 59150213,one_person_household_share,0.1739,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
72,59150077,DA 59150077,one_person_household_share,0.1724,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
73,59150078,DA 59150078,one_person_household_share,0.1667,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
74,59150178,DA 59150178,one_person_household_share,0.1636,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
75,59150099,DA 59150099,one_person_household_share,0.1463,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
76,59150145,DA 59150145,one_person_household_share,0.1429,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
77,59150074,DA 59150074,one_person_household_share,0.1224,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
78,59150146,DA 59150146,one_person_household_share,0.1176,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
79,59150176,DA 59150176,one_person_household_share,0.093,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
1,59153970,DA 59153970,occupied_private_dwellings,1247.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
2,59153241,DA 59153241,occupied_private_dwellings,1022.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
3,59153235,DA 59153235,occupied_private_dwellings,899.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
4,59153327,DA 59153327,occupied_private_dwellings,772.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
5,59153971,DA 59153971,occupied_private_dwellings,747.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
6,59150187,DA 59150187,occupied_private_dwellings,699.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
7,59153328,DA 59153328,occupied_private_dwellings,696.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
8,59150141,DA 59150141,occupied_private_dwellings,668.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
9,59153234,DA 59153234,occupied_private_dwellings,616.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
10,59150084,DA 59150084,occupied_private_dwellings,583.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
11,59150192,DA 59150192,occupied_private_dwellings,583.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
12,59150200,DA 59150200,occupied_private_dwellings,560.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
13,59150085,DA 59150085,occupied_private_dwellings,537.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
14,59153237,DA 59153237,occupied_private_dwellings,512.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
