DAUID,DGUID,LANDAREA,PRUID,population_2021,total_private_dwellings,occupied_private_dwellings,statcan_population_density_km2,land_area_km2,age_total,age_0_14,age_15_64,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_plus,age_65_69,age_70_74,age_75_79,age_80_84,age_85_plus,average_age,median_age,dwellings_by_structure_total,dw_single_detached,dw_semi_detached,dw_row_house,dw_apartment_duplex,dw_apartment_lt5_storeys,dw_apartment_5plus_storeys,dw_other_single_attached,dw_movable,households_1_person,average_household_size,citizenship_total,canadian_citizens,canadian_citizens_under_18,canadian_citizens_18plus,not_canadian_citizens,age_18_19_estimated,adult_population_18plus_proxy,adult_proxy_method,senior_population_65plus,senior_population_75plus,senior_population_85plus,age_18_34_proxy,age_35_49,age_50_64,population_density,adult_population_density,senior_density,housing_density,multiunit_dwellings,multiunit_share,apartment_share,highrise_share,townhouse_share,single_family_share,one_person_household_share,canadian_citizens_18plus_proxy,citizen_adult_density,source,source_url,boundary_source,license,adult_proxy_disclaimer,prepared_utc,methodology_note
59150146,2021S051259150146,0.1144,59,511.0,173.0,169.0,4466.8,0.11,510.0,75.0,315.0,30.0,25.0,30.0,15.0,35.0,30.0,30.0,35.0,50.0,30.0,120.0,45.0,40.0,10.0,10.0,10.0,44.3,46.4,170.0,135.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,20.0,3.0,580.0,485.0,110.0,380.0,90.0,12.0,418.0,population_2021 - age_0_14 - (3/5 * age_15_19),120.0,30.0,10.0,82.0,95.0,115.0,4645.454545454545,3800.0,1090.909090909091,1536.3636363636363,30.0,0.17647058823529413,0.0,0.0,0.0,0.7941176470588235,0.11764705882352941,380.0,3454.5454545454545,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150176,2021S051259150176,0.1055,59,664.0,219.0,218.0,6293.8,0.11,665.0,160.0,470.0,70.0,50.0,15.0,25.0,35.0,50.0,70.0,60.0,50.0,40.0,40.0,20.0,10.0,5.0,5.0,5.0,34.8,36.8,215.0,10.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,20.0,3.1,645.0,610.0,170.0,440.0,35.0,28.0,462.0,population_2021 - age_0_14 - (3/5 * age_15_19),40.0,15.0,5.0,118.0,155.0,150.0,6036.363636363636,4200.0,363.6363636363636,1981.8181818181818,205.0,0.9534883720930233,0.0,0.0,0.9534883720930233,0.046511627906976744,0.09302325581395349,440.0,4000.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150178,2021S051259150178,0.5149,59,789.0,294.0,278.0,1532.3,0.51,790.0,135.0,525.0,55.0,60.0,35.0,35.0,45.0,60.0,60.0,70.0,65.0,40.0,125.0,25.0,35.0,25.0,15.0,20.0,41.2,42.8,275.0,105.0,35.0,35.0,100.0,0.0,0.0,0.0,0.0,45.0,2.8,795.0,725.0,170.0,555.0,70.0,22.0,621.0,population_2021 - age_0_14 - (3/5 * age_15_19),125.0,60.0,20.0,152.0,165.0,175.0,1547.0588235294117,1217.6470588235293,245.09803921568627,545.0980392156863,135.0,0.4909090909090909,0.0,0.0,0.12727272727272726,0.38181818181818183,0.16363636363636364,555.0,1088.235294117647,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150180,2021S051259150180,0.1367,59,507.0,190.0,179.0,3708.9,0.14,505.0,95.0,325.0,40.0,30.0,25.0,20.0,30.0,35.0,30.0,50.0,30.0,25.0,90.0,30.0,20.0,15.0,10.0,10.0,40.5,42.0,180.0,120.0,5.0,0.0,55.0,0.0,0.0,0.0,0.0,35.0,2.8,525.0,490.0,100.0,385.0,40.0,16.0,388.0,population_2021 - age_0_14 - (3/5 * age_15_19),90.0,35.0,10.0,91.0,95.0,105.0,3621.428571428571,2771.428571428571,642.8571428571428,1278.5714285714284,55.0,0.3055555555555556,0.0,0.0,0.0,0.6666666666666666,0.19444444444444445,385.0,2749.9999999999995,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150181,2021S051259150181,0.1696,59,527.0,200.0,187.0,3107.3,0.17,525.0,95.0,350.0,30.0,25.0,35.0,25.0,35.0,40.0,35.0,50.0,35.0,35.0,90.0,35.0,15.0,15.0,10.0,5.0,40.6,42.8,185.0,70.0,5.0,0.0,115.0,0.0,0.0,0.0,0.0,40.0,2.8,425.0,330.0,65.0,265.0,95.0,12.0,414.0,population_2021 - age_0_14 - (3/5 * age_15_19),90.0,30.0,5.0,97.0,110.0,120.0,3100.0,2435.2941176470586,529.4117647058823,1100.0,115.0,0.6216216216216216,0.0,0.0,0.0,0.3783783783783784,0.21621621621621623,265.0,1558.8235294117646,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150182,2021S051259150182,0.4506,59,838.0,300.0,288.0,1859.7,0.45,835.0,145.0,560.0,60.0,45.0,40.0,35.0,50.0,70.0,55.0,75.0,70.0,55.0,135.0,50.0,30.0,20.0,15.0,20.0,41.4,43.2,285.0,150.0,5.0,0.0,135.0,0.0,0.0,0.0,0.0,50.0,2.9,850.0,775.0,140.0,640.0,75.0,24.0,657.0,population_2021 - age_0_14 - (3/5 * age_15_19),135.0,55.0,20.0,144.0,175.0,200.0,1862.2222222222222,1460.0,300.0,640.0,135.0,0.47368421052631576,0.0,0.0,0.0,0.5263157894736842,0.17543859649122806,640.0,1422.2222222222222,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150183,2021S051259150183,0.1555,59,764.0,315.0,299.0,4913.2,0.16,765.0,150.0,470.0,50.0,40.0,25.0,45.0,45.0,70.0,50.0,60.0,60.0,30.0,140.0,45.0,35.0,20.0,25.0,20.0,40.9,42.0,300.0,65.0,35.0,35.0,95.0,35.0,35.0,0.0,0.0,85.0,2.6,715.0,665.0,185.0,480.0,55.0,20.0,584.0,population_2021 - age_0_14 - (3/5 * age_15_19),140.0,65.0,20.0,130.0,165.0,150.0,4775.0,3650.0,875.0,1868.75,200.0,0.6666666666666666,0.23333333333333334,0.11666666666666667,0.11666666666666667,0.21666666666666667,0.2833333333333333,480.0,3000.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150184,2021S051259150184,0.0774,59,666.0,260.0,235.0,8604.7,0.08,670.0,55.0,380.0,20.0,30.0,55.0,45.0,25.0,40.0,35.0,35.0,40.0,45.0,240.0,30.0,35.0,20.0,35.0,115.0,53.5,53.2,235.0,0.0,0.0,5.0,0.0,230.0,0.0,0.0,0.0,100.0,2.0,450.0,360.0,35.0,325.0,95.0,8.0,599.0,population_2021 - age_0_14 - (3/5 * age_15_19),240.0,170.0,115.0,138.0,100.0,120.0,8325.0,7487.5,3000.0,2937.5,235.0,1.0,0.9787234042553191,0.0,0.02127659574468085,0.0,0.425531914893617,325.0,4062.5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150185,2021S051259150185,0.1052,59,809.0,375.0,365.0,7690.1,0.11,805.0,130.0,515.0,30.0,35.0,50.0,55.0,55.0,70.0,50.0,65.0,60.0,55.0,165.0,65.0,35.0,25.0,20.0,20.0,43.3,44.4,365.0,25.0,75.0,80.0,25.0,160.0,0.0,0.0,0.0,110.0,2.2,785.0,710.0,115.0,595.0,75.0,12.0,661.0,population_2021 - age_0_14 - (3/5 * age_15_19),165.0,65.0,20.0,152.0,175.0,180.0,7354.545454545455,6009.090909090909,1500.0,3318.181818181818,265.0,0.726027397260274,0.4383561643835616,0.0,0.2191780821917808,0.0684931506849315,0.3013698630136986,595.0,5409.090909090909,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150186,2021S051259150186,0.0525,59,668.0,362.0,353.0,12723.8,0.05,670.0,60.0,480.0,20.0,60.0,65.0,60.0,80.0,50.0,35.0,50.0,40.0,25.0,130.0,45.0,35.0,25.0,20.0,15.0,42.9,39.6,355.0,0.0,0.0,0.0,0.0,270.0,85.0,0.0,0.0,150.0,1.9,645.0,495.0,60.0,440.0,150.0,8.0,596.0,population_2021 - age_0_14 - (3/5 * age_15_19),130.0,60.0,15.0,193.0,165.0,115.0,13360.0,11920.0,2600.0,7060.0,355.0,1.0,1.0,0.23943661971830985,0.0,0.0,0.4225352112676056,440.0,8800.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150187,2021S051259150187,0.087,59,1160.0,737.0,699.0,13333.3,0.09,1160.0,100.0,790.0,15.0,55.0,115.0,140.0,125.0,55.0,90.0,75.0,60.0,60.0,265.0,65.0,60.0,55.0,40.0,45.0,45.6,42.0,700.0,0.0,0.0,0.0,5.0,185.0,510.0,0.0,0.0,360.0,1.7,1235.0,1010.0,95.0,910.0,230.0,6.0,1051.0,population_2021 - age_0_14 - (3/5 * age_15_19),265.0,140.0,45.0,316.0,270.0,195.0,12888.888888888889,11677.777777777777,2944.4444444444443,7766.666666666667,700.0,1.0,0.9928571428571429,0.7285714285714285,0.0,0.0,0.5142857142857142,910.0,10111.111111111111,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150188,2021S051259150188,0.0264,59,476.0,309.0,300.0,18030.3,0.03,475.0,30.0,260.0,15.0,5.0,20.0,30.0,25.0,45.0,20.0,25.0,30.0,40.0,190.0,45.0,45.0,40.0,20.0,30.0,55.0,58.8,300.0,0.0,0.0,0.0,0.0,10.0,290.0,0.0,0.0,170.0,1.6,545.0,510.0,70.0,440.0,40.0,6.0,437.0,population_2021 - age_0_14 - (3/5 * age_15_19),190.0,90.0,30.0,61.0,90.0,95.0,15866.666666666668,14566.666666666668,6333.333333333334,10000.0,300.0,1.0,1.0,0.9666666666666667,0.0,0.0,0.5666666666666667,440.0,14666.666666666668,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150189,2021S051259150189,0.0433,59,571.0,347.0,338.0,13187.1,0.04,570.0,55.0,390.0,15.0,20.0,35.0,60.0,60.0,55.0,35.0,40.0,35.0,35.0,125.0,50.0,20.0,30.0,15.0,15.0,45.4,43.6,335.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,180.0,1.7,565.0,470.0,45.0,425.0,100.0,6.0,507.0,population_2021 - age_0_14 - (3/5 * age_15_19),125.0,60.0,15.0,121.0,150.0,110.0,14275.0,12675.0,3125.0,8450.0,330.0,0.9850746268656716,0.9850746268656716,0.9850746268656716,0.0,0.0,0.5373134328358209,425.0,10625.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150190,2021S051259150190,0.0317,59,611.0,355.0,345.0,19274.4,0.03,615.0,50.0,470.0,10.0,40.0,65.0,75.0,55.0,40.0,45.0,40.0,55.0,45.0,95.0,45.0,20.0,10.0,0.0,5.0,43.1,41.6,345.0,0.0,0.0,5.0,0.0,295.0,45.0,0.0,0.0,165.0,1.8,655.0,505.0,80.0,425.0,150.0,4.0,555.0,population_2021 - age_0_14 - (3/5 * age_15_19),95.0,15.0,5.0,184.0,140.0,140.0,20366.666666666668,18500.0,3166.666666666667,11500.0,345.0,1.0,0.9855072463768116,0.13043478260869565,0.014492753623188406,0.0,0.4782608695652174,425.0,14166.666666666668,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150191,2021S051259150191,0.032,59,683.0,398.0,388.0,21343.8,0.03,685.0,55.0,550.0,20.0,45.0,95.0,70.0,60.0,65.0,45.0,60.0,40.0,40.0,80.0,35.0,25.0,15.0,10.0,0.0,40.5,39.2,390.0,0.0,0.0,5.0,0.0,300.0,85.0,0.0,5.0,180.0,1.8,655.0,540.0,45.0,500.0,120.0,8.0,616.0,population_2021 - age_0_14 - (3/5 * age_15_19),80.0,25.0,0.0,218.0,170.0,140.0,22766.666666666668,20533.333333333336,2666.666666666667,12933.333333333334,390.0,1.0,0.9871794871794872,0.21794871794871795,0.01282051282051282,0.0,0.46153846153846156,500.0,16666.666666666668,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150192,2021S051259150192,0.056,59,1047.0,616.0,583.0,18696.4,0.06,1050.0,100.0,815.0,15.0,40.0,105.0,140.0,150.0,85.0,80.0,75.0,80.0,60.0,130.0,45.0,35.0,30.0,15.0,5.0,41.8,39.2,585.0,0.0,0.0,5.0,0.0,490.0,85.0,0.0,0.0,265.0,1.8,995.0,850.0,95.0,755.0,150.0,6.0,938.0,population_2021 - age_0_14 - (3/5 * age_15_19),130.0,50.0,5.0,291.0,315.0,215.0,17450.0,15633.333333333334,2166.666666666667,9716.666666666668,580.0,0.9914529914529915,0.9829059829059829,0.1452991452991453,0.008547008547008548,0.0,0.452991452991453,755.0,12583.333333333334,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150193,2021S051259150193,0.0312,59,562.0,371.0,356.0,18012.8,0.03,565.0,35.0,415.0,10.0,30.0,75.0,75.0,65.0,30.0,35.0,25.0,35.0,45.0,110.0,40.0,25.0,20.0,20.0,15.0,44.9,39.6,355.0,0.0,5.0,0.0,0.0,280.0,75.0,0.0,0.0,200.0,1.6,510.0,415.0,20.0,390.0,95.0,4.0,521.0,population_2021 - age_0_14 - (3/5 * age_15_19),110.0,55.0,15.0,184.0,130.0,105.0,18733.333333333336,17366.666666666668,3666.666666666667,11866.666666666668,355.0,1.0,1.0,0.2112676056338028,0.0,0.0,0.5633802816901409,390.0,13000.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150194,2021S051259150194,0.0309,59,573.0,378.0,361.0,18543.7,0.03,575.0,40.0,440.0,10.0,20.0,70.0,75.0,55.0,45.0,30.0,45.0,55.0,40.0,100.0,30.0,25.0,25.0,5.0,15.0,45.0,42.8,360.0,0.0,0.0,5.0,0.0,310.0,50.0,0.0,0.0,205.0,1.6,510.0,400.0,15.0,385.0,110.0,4.0,527.0,population_2021 - age_0_14 - (3/5 * age_15_19),100.0,45.0,15.0,169.0,130.0,140.0,19100.0,17566.666666666668,3333.3333333333335,12033.333333333334,365.0,1.0138888888888888,1.0,0.1388888888888889,0.013888888888888888,0.0,0.5694444444444444,385.0,12833.333333333334,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150195,2021S051259150195,0.0914,59,735.0,326.0,321.0,8041.6,0.09,735.0,115.0,460.0,30.0,30.0,25.0,55.0,65.0,40.0,50.0,55.0,55.0,50.0,160.0,50.0,45.0,25.0,20.0,15.0,43.7,44.8,320.0,10.0,55.0,155.0,5.0,95.0,0.0,0.0,0.0,90.0,2.3,730.0,600.0,105.0,490.0,130.0,12.0,602.0,population_2021 - age_0_14 - (3/5 * age_15_19),160.0,60.0,15.0,122.0,155.0,160.0,8166.666666666667,6688.888888888889,1777.7777777777778,3566.666666666667,255.0,0.796875,0.296875,0.0,0.484375,0.03125,0.28125,490.0,5444.444444444444,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150196,2021S051259150196,0.0587,59,564.0,238.0,234.0,9608.2,0.06,565.0,85.0,405.0,20.0,25.0,40.0,45.0,50.0,45.0,40.0,50.0,45.0,40.0,75.0,25.0,25.0,20.0,5.0,0.0,40.8,40.8,235.0,10.0,35.0,150.0,30.0,5.0,0.0,0.0,0.0,50.0,2.4,610.0,555.0,120.0,440.0,55.0,8.0,467.0,population_2021 - age_0_14 - (3/5 * age_15_19),75.0,25.0,0.0,118.0,135.0,135.0,9400.0,7783.333333333334,1250.0,3900.0,185.0,0.7872340425531915,0.02127659574468085,0.0,0.6382978723404256,0.0425531914893617,0.2127659574468085,440.0,7333.333333333334,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150197,2021S051259150197,0.0271,59,544.0,333.0,319.0,20073.8,0.03,545.0,50.0,370.0,10.0,15.0,70.0,60.0,65.0,35.0,35.0,20.0,25.0,35.0,125.0,35.0,40.0,30.0,10.0,10.0,44.1,40.0,320.0,0.0,0.0,0.0,0.0,150.0,165.0,0.0,0.0,170.0,1.7,475.0,365.0,15.0,355.0,110.0,4.0,488.0,population_2021 - age_0_14 - (3/5 * age_15_19),125.0,50.0,10.0,149.0,135.0,80.0,18133.333333333336,16266.666666666668,4166.666666666667,10633.333333333334,315.0,0.984375,0.984375,0.515625,0.0,0.0,0.53125,355.0,11833.333333333334,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150198,2021S051259150198,0.0536,59,735.0,404.0,394.0,13712.7,0.05,735.0,65.0,590.0,30.0,40.0,100.0,105.0,70.0,45.0,60.0,50.0,50.0,45.0,75.0,30.0,25.0,15.0,5.0,5.0,39.8,36.0,395.0,0.0,20.0,5.0,0.0,360.0,0.0,0.0,0.0,180.0,1.9,770.0,620.0,105.0,515.0,150.0,12.0,652.0,population_2021 - age_0_14 - (3/5 * age_15_19),75.0,25.0,5.0,257.0,175.0,145.0,14700.0,13040.0,1500.0,7880.0,365.0,0.9240506329113924,0.9113924050632911,0.0,0.012658227848101266,0.0,0.45569620253164556,515.0,10300.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
