DAUID,DGUID,LANDAREA,PRUID,population_2021,total_private_dwellings,occupied_private_dwellings,statcan_population_density_km2,land_area_km2,age_total,age_0_14,age_15_64,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_plus,age_65_69,age_70_74,age_75_79,age_80_84,age_85_plus,average_age,median_age,dwellings_by_structure_total,dw_single_detached,dw_semi_detached,dw_row_house,dw_apartment_duplex,dw_apartment_lt5_storeys,dw_apartment_5plus_storeys,dw_other_single_attached,dw_movable,households_1_person,average_household_size,citizenship_total,canadian_citizens,canadian_citizens_under_18,canadian_citizens_18plus,not_canadian_citizens,age_18_19_estimated,adult_population_18plus_proxy,adult_proxy_method,senior_population_65plus,senior_population_75plus,senior_population_85plus,age_18_34_proxy,age_35_49,age_50_64,population_density,adult_population_density,senior_density,housing_density,multiunit_dwellings,multiunit_share,apartment_share,highrise_share,townhouse_share,single_family_share,one_person_household_share,canadian_citizens_18plus_proxy,citizen_adult_density,source,source_url,boundary_source,license,adult_proxy_disclaimer,prepared_utc,methodology_note
59150083,2021S051259150083,0.0516,59,545.0,272.0,262.0,10562.0,0.05,545.0,85.0,345.0,20.0,20.0,20.0,40.0,45.0,50.0,30.0,40.0,30.0,35.0,115.0,25.0,35.0,20.0,15.0,20.0,43.8,43.6,260.0,20.0,15.0,90.0,5.0,120.0,10.0,5.0,0.0,105.0,2.1,580.0,510.0,115.0,390.0,70.0,8.0,448.0,population_2021 - age_0_14 - (3/5 * age_15_19),115.0,55.0,20.0,88.0,125.0,105.0,10900.0,8960.0,2300.0,5240.0,225.0,0.8653846153846154,0.5,0.038461538461538464,0.34615384615384615,0.07692307692307693,0.40384615384615385,390.0,7800.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150084,2021S051259150084,0.0533,59,884.0,618.0,583.0,16585.4,0.05,885.0,45.0,510.0,25.0,25.0,35.0,55.0,75.0,55.0,55.0,55.0,50.0,70.0,330.0,50.0,55.0,55.0,50.0,120.0,55.4,56.0,580.0,0.0,0.0,0.0,0.0,95.0,485.0,0.0,0.0,355.0,1.5,890.0,735.0,20.0,715.0,150.0,10.0,824.0,population_2021 - age_0_14 - (3/5 * age_15_19),330.0,225.0,120.0,125.0,185.0,175.0,17680.0,16480.0,6600.0,11660.0,580.0,1.0,1.0,0.8362068965517241,0.0,0.0,0.6120689655172413,715.0,14300.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150085,2021S051259150085,0.053,59,926.0,552.0,537.0,17471.7,0.05,925.0,85.0,565.0,25.0,15.0,55.0,85.0,70.0,70.0,75.0,50.0,60.0,65.0,280.0,65.0,60.0,60.0,40.0,55.0,49.8,48.8,535.0,0.0,0.0,10.0,0.0,95.0,430.0,0.0,0.0,270.0,1.7,985.0,805.0,110.0,695.0,175.0,10.0,826.0,population_2021 - age_0_14 - (3/5 * age_15_19),280.0,155.0,55.0,165.0,215.0,175.0,18520.0,16520.0,5600.0,10740.0,535.0,1.0,0.9813084112149533,0.8037383177570093,0.018691588785046728,0.0,0.5046728971962616,695.0,13900.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150086,2021S051259150086,0.0525,59,728.0,482.0,432.0,13866.7,0.05,730.0,60.0,510.0,15.0,30.0,55.0,75.0,55.0,50.0,45.0,50.0,55.0,65.0,155.0,45.0,45.0,30.0,25.0,15.0,46.8,47.2,430.0,0.0,0.0,5.0,0.0,400.0,25.0,0.0,0.0,230.0,1.7,755.0,635.0,80.0,550.0,120.0,6.0,659.0,population_2021 - age_0_14 - (3/5 * age_15_19),155.0,70.0,15.0,166.0,150.0,170.0,14560.0,13180.0,3100.0,8640.0,430.0,1.0,0.9883720930232558,0.05813953488372093,0.011627906976744186,0.0,0.5348837209302325,550.0,11000.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150087,2021S051259150087,0.0262,59,437.0,248.0,243.0,16679.4,0.03,440.0,30.0,355.0,15.0,30.0,55.0,60.0,40.0,45.0,35.0,25.0,25.0,25.0,50.0,20.0,15.0,5.0,0.0,5.0,40.9,38.8,240.0,0.0,0.0,5.0,0.0,125.0,105.0,0.0,0.0,110.0,1.8,460.0,360.0,50.0,315.0,100.0,6.0,398.0,population_2021 - age_0_14 - (3/5 * age_15_19),50.0,10.0,5.0,151.0,120.0,75.0,14566.666666666668,13266.666666666668,1666.6666666666667,8100.0,235.0,0.9791666666666666,0.9583333333333334,0.4375,0.020833333333333332,0.0,0.4583333333333333,315.0,10500.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150088,2021S051259150088,0.0252,59,377.0,241.0,195.0,14960.3,0.03,380.0,45.0,285.0,10.0,20.0,25.0,30.0,30.0,30.0,30.0,40.0,30.0,35.0,50.0,15.0,15.0,5.0,0.0,10.0,43.5,44.8,195.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,80.0,1.9,385.0,305.0,65.0,245.0,75.0,4.0,326.0,population_2021 - age_0_14 - (3/5 * age_15_19),50.0,15.0,10.0,79.0,90.0,105.0,12566.666666666668,10866.666666666668,1666.6666666666667,6500.0,195.0,1.0,1.0,0.0,0.0,0.0,0.41025641025641024,245.0,8166.666666666667,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150089,2021S051259150089,0.0783,59,606.0,273.0,261.0,7739.5,0.08,605.0,95.0,435.0,40.0,45.0,30.0,35.0,40.0,55.0,50.0,65.0,45.0,40.0,75.0,25.0,15.0,20.0,15.0,0.0,40.2,42.0,260.0,25.0,15.0,40.0,45.0,135.0,0.0,0.0,0.0,80.0,2.3,620.0,510.0,125.0,390.0,110.0,16.0,487.0,population_2021 - age_0_14 - (3/5 * age_15_19),75.0,35.0,0.0,126.0,145.0,150.0,7575.0,6087.5,937.5,3262.5,220.0,0.8461538461538461,0.5192307692307693,0.0,0.15384615384615385,0.09615384615384616,0.3076923076923077,390.0,4875.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150090,2021S051259150090,0.104,59,565.0,207.0,204.0,5432.7,0.1,565.0,85.0,370.0,45.0,30.0,30.0,20.0,30.0,35.0,45.0,50.0,45.0,40.0,110.0,30.0,35.0,20.0,10.0,15.0,43.1,46.0,205.0,55.0,80.0,5.0,45.0,25.0,0.0,0.0,0.0,40.0,2.8,615.0,520.0,120.0,400.0,90.0,18.0,453.0,population_2021 - age_0_14 - (3/5 * age_15_19),110.0,45.0,15.0,98.0,110.0,135.0,5650.0,4530.0,1100.0,2040.0,75.0,0.36585365853658536,0.12195121951219512,0.0,0.024390243902439025,0.2682926829268293,0.1951219512195122,400.0,4000.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150091,2021S051259150091,0.0522,59,781.0,518.0,429.0,14961.7,0.05,780.0,65.0,600.0,45.0,55.0,65.0,80.0,75.0,60.0,50.0,55.0,55.0,55.0,120.0,45.0,25.0,25.0,5.0,10.0,42.4,40.4,425.0,0.0,0.0,0.0,0.0,315.0,110.0,0.0,0.0,205.0,1.8,780.0,620.0,85.0,535.0,160.0,18.0,689.0,population_2021 - age_0_14 - (3/5 * age_15_19),120.0,40.0,10.0,218.0,185.0,165.0,15620.0,13780.0,2400.0,8580.0,425.0,1.0,1.0,0.25882352941176473,0.0,0.0,0.4823529411764706,535.0,10700.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150092,2021S051259150092,0.0514,59,598.0,371.0,343.0,11634.2,0.05,600.0,40.0,450.0,20.0,45.0,50.0,65.0,50.0,45.0,35.0,40.0,45.0,50.0,105.0,30.0,20.0,25.0,10.0,15.0,44.2,42.0,340.0,0.0,0.0,10.0,5.0,235.0,90.0,0.0,0.0,175.0,1.7,610.0,415.0,20.0,400.0,195.0,8.0,546.0,population_2021 - age_0_14 - (3/5 * age_15_19),105.0,50.0,15.0,168.0,130.0,135.0,11960.0,10920.0,2100.0,6860.0,340.0,1.0,0.9558823529411765,0.2647058823529412,0.029411764705882353,0.0,0.5147058823529411,400.0,8000.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150093,2021S051259150093,0.1028,59,593.0,285.0,267.0,5768.5,0.1,590.0,80.0,370.0,35.0,25.0,40.0,45.0,40.0,35.0,35.0,50.0,30.0,45.0,145.0,40.0,45.0,25.0,15.0,20.0,44.9,45.2,265.0,20.0,20.0,15.0,20.0,150.0,40.0,0.0,0.0,95.0,2.2,590.0,485.0,90.0,400.0,105.0,14.0,492.0,population_2021 - age_0_14 - (3/5 * age_15_19),145.0,60.0,20.0,124.0,110.0,125.0,5930.0,4920.0,1450.0,2670.0,225.0,0.8490566037735849,0.7169811320754716,0.1509433962264151,0.05660377358490566,0.07547169811320754,0.3584905660377358,400.0,4000.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150094,2021S051259150094,0.0788,59,687.0,323.0,317.0,8718.3,0.08,685.0,85.0,470.0,30.0,45.0,35.0,50.0,55.0,50.0,50.0,55.0,45.0,60.0,130.0,45.0,30.0,25.0,10.0,20.0,43.7,44.0,320.0,10.0,40.0,80.0,20.0,160.0,0.0,0.0,0.0,105.0,2.2,725.0,645.0,95.0,545.0,85.0,12.0,584.0,population_2021 - age_0_14 - (3/5 * age_15_19),130.0,55.0,20.0,142.0,155.0,160.0,8587.5,7300.0,1625.0,3962.5,260.0,0.8125,0.5,0.0,0.25,0.03125,0.328125,545.0,6812.5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150095,2021S051259150095,0.1275,59,530.0,208.0,193.0,4156.9,0.13,530.0,85.0,375.0,40.0,25.0,30.0,20.0,20.0,40.0,50.0,50.0,45.0,55.0,70.0,30.0,20.0,10.0,10.0,0.0,41.5,45.2,195.0,85.0,0.0,0.0,105.0,5.0,0.0,0.0,0.0,40.0,2.7,490.0,435.0,75.0,360.0,55.0,16.0,421.0,population_2021 - age_0_14 - (3/5 * age_15_19),70.0,20.0,0.0,91.0,110.0,150.0,4076.9230769230767,3238.4615384615386,538.4615384615385,1484.6153846153845,110.0,0.5641025641025641,0.02564102564102564,0.0,0.0,0.4358974358974359,0.20512820512820512,360.0,2769.230769230769,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150096,2021S051259150096,0.1728,59,569.0,218.0,213.0,3292.8,0.17,570.0,80.0,375.0,30.0,35.0,35.0,20.0,35.0,50.0,40.0,40.0,40.0,40.0,115.0,40.0,40.0,20.0,10.0,15.0,43.4,44.8,210.0,85.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,50.0,2.7,490.0,450.0,75.0,370.0,40.0,12.0,471.0,population_2021 - age_0_14 - (3/5 * age_15_19),115.0,45.0,15.0,102.0,125.0,120.0,3347.0588235294117,2770.5882352941176,676.470588235294,1252.941176470588,125.0,0.5952380952380952,0.0,0.0,0.0,0.40476190476190477,0.23809523809523808,370.0,2176.470588235294,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150097,2021S051259150097,0.1637,59,711.0,263.0,248.0,4343.3,0.16,710.0,125.0,475.0,55.0,30.0,30.0,30.0,45.0,45.0,70.0,65.0,55.0,55.0,110.0,40.0,15.0,25.0,15.0,15.0,41.4,44.0,250.0,140.0,0.0,0.0,95.0,5.0,0.0,0.0,0.0,45.0,2.9,670.0,590.0,100.0,495.0,80.0,22.0,553.0,population_2021 - age_0_14 - (3/5 * age_15_19),110.0,55.0,15.0,112.0,160.0,175.0,4443.75,3456.25,687.5,1550.0,100.0,0.4,0.02,0.0,0.0,0.56,0.18,495.0,3093.75,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150098,2021S051259150098,0.1125,59,429.0,195.0,185.0,3813.3,0.11,430.0,75.0,290.0,30.0,20.0,10.0,15.0,25.0,30.0,45.0,40.0,30.0,40.0,65.0,25.0,15.0,20.0,5.0,5.0,42.2,46.0,185.0,20.0,0.0,5.0,30.0,125.0,0.0,0.0,0.0,50.0,2.3,445.0,400.0,70.0,325.0,50.0,12.0,336.0,population_2021 - age_0_14 - (3/5 * age_15_19),65.0,30.0,5.0,57.0,100.0,110.0,3900.0,3054.5454545454545,590.9090909090909,1681.8181818181818,160.0,0.8648648648648649,0.6756756756756757,0.0,0.02702702702702703,0.10810810810810811,0.2702702702702703,325.0,2954.5454545454545,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150099,2021S051259150099,0.1048,59,581.0,206.0,202.0,5543.9,0.1,580.0,100.0,420.0,40.0,35.0,40.0,35.0,30.0,55.0,55.0,40.0,40.0,45.0,60.0,30.0,10.0,5.0,10.0,5.0,38.2,40.0,205.0,10.0,0.0,115.0,15.0,65.0,0.0,0.0,0.0,30.0,2.9,585.0,535.0,115.0,420.0,55.0,16.0,457.0,population_2021 - age_0_14 - (3/5 * age_15_19),60.0,20.0,5.0,126.0,140.0,125.0,5810.0,4570.0,600.0,2020.0,195.0,0.9512195121951219,0.3170731707317073,0.0,0.5609756097560976,0.04878048780487805,0.14634146341463414,420.0,4200.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150140,2021S051259150140,0.0922,59,498.0,221.0,214.0,5401.3,0.09,495.0,70.0,340.0,20.0,45.0,25.0,30.0,35.0,20.0,40.0,30.0,50.0,40.0,80.0,30.0,20.0,15.0,10.0,5.0,42.0,44.0,215.0,40.0,0.0,5.0,70.0,100.0,0.0,0.0,0.0,85.0,2.3,500.0,490.0,65.0,420.0,10.0,8.0,416.0,population_2021 - age_0_14 - (3/5 * age_15_19),80.0,30.0,5.0,108.0,95.0,120.0,5533.333333333334,4622.222222222223,888.8888888888889,2377.777777777778,175.0,0.813953488372093,0.46511627906976744,0.0,0.023255813953488372,0.18604651162790697,0.3953488372093023,420.0,4666.666666666667,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150141,2021S051259150141,0.2783,59,1359.0,713.0,668.0,4883.2,0.28,1355.0,165.0,955.0,55.0,40.0,80.0,115.0,130.0,110.0,105.0,110.0,95.0,115.0,240.0,75.0,65.0,40.0,35.0,25.0,44.1,44.0,670.0,25.0,15.0,15.0,45.0,385.0,185.0,0.0,0.0,260.0,2.0,1385.0,1215.0,215.0,1005.0,170.0,22.0,1161.0,population_2021 - age_0_14 - (3/5 * age_15_19),240.0,100.0,25.0,257.0,345.0,320.0,4853.571428571428,4146.428571428571,857.1428571428571,2385.7142857142853,630.0,0.9402985074626866,0.8507462686567164,0.27611940298507465,0.022388059701492536,0.03731343283582089,0.3880597014925373,1005.0,3589.2857142857138,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150142,2021S051259150142,0.1848,59,523.0,213.0,201.0,2830.1,0.18,520.0,90.0,340.0,20.0,30.0,20.0,30.0,45.0,35.0,40.0,55.0,35.0,30.0,90.0,35.0,30.0,10.0,10.0,10.0,42.0,43.6,200.0,80.0,20.0,0.0,100.0,5.0,0.0,0.0,0.0,35.0,2.6,480.0,425.0,65.0,360.0,55.0,8.0,421.0,population_2021 - age_0_14 - (3/5 * age_15_19),90.0,30.0,10.0,88.0,120.0,120.0,2905.5555555555557,2338.888888888889,500.0,1116.6666666666667,105.0,0.525,0.025,0.0,0.0,0.4,0.175,360.0,2000.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150143,2021S051259150143,0.1266,59,497.0,207.0,194.0,3925.8,0.13,495.0,85.0,335.0,25.0,25.0,25.0,25.0,40.0,30.0,40.0,30.0,45.0,45.0,80.0,25.0,15.0,15.0,10.0,15.0,42.6,44.0,195.0,50.0,25.0,0.0,100.0,10.0,0.0,0.0,0.0,55.0,2.6,545.0,455.0,95.0,360.0,90.0,10.0,397.0,population_2021 - age_0_14 - (3/5 * age_15_19),80.0,40.0,15.0,85.0,110.0,120.0,3823.076923076923,3053.846153846154,615.3846153846154,1492.3076923076922,110.0,0.5641025641025641,0.05128205128205128,0.0,0.0,0.2564102564102564,0.28205128205128205,360.0,2769.230769230769,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
59150145,2021S051259150145,0.2672,59,833.0,290.0,279.0,3117.5,0.27,835.0,140.0,555.0,45.0,60.0,55.0,40.0,65.0,65.0,70.0,60.0,55.0,50.0,140.0,55.0,50.0,20.0,5.0,10.0,40.9,42.0,280.0,145.0,0.0,0.0,120.0,10.0,0.0,0.0,0.0,40.0,3.0,795.0,745.0,145.0,600.0,45.0,18.0,666.0,population_2021 - age_0_14 - (3/5 * age_15_19),140.0,35.0,10.0,173.0,200.0,165.0,3085.1851851851848,2466.6666666666665,518.5185185185185,1033.3333333333333,130.0,0.4642857142857143,0.03571428571428571,0.0,0.0,0.5178571428571429,0.14285714285714285,600.0,2222.222222222222,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/details/download-telecharger.cfm,Statistics Canada 2021 DA cartographic boundary file (92-169-X),Statistics Canada Open Licence,"Population aged 18 and over from the 2021 Census of Population, used as a demographic proxy for potential electorate size. This is NOT a count of eligible or registered electors: it excludes citizenship and residency requirements, reflects 2021 conditions, and is subject to Statistics Canada random rounding.",2026-08-12T14:55:43+00:00,Directly from the 2021 Census Profile for that dissemination area.
